input_number	input	input_ensg	ensg_number	ortholog_name	ortholog_ensg	description
20706	Pla2g12b	ENSMUSG00000009646	20706.1.1	PLA2G12B	ENSG00000138308	phospholipase A2 group XIIB [Source:HGNC Symbol;Acc:HGNC:18555]
20707	Pla2g15	ENSMUSG00000031903	20707.1.1	PLA2G15	ENSG00000103066	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
20709	Pla2g1b	ENSMUSG00000029522	20709.1.1	PLA2G1B	ENSG00000170890	phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]
20710	Pla2g2c	ENSMUSG00000028750	20710.1.1	PLA2G2C	ENSG00000187980	phospholipase A2 group IIC [Source:HGNC Symbol;Acc:HGNC:9032]
20711	Pla2g2d	ENSMUSG00000041202	20711.1.1	PLA2G2D	ENSG00000117215	phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]
20713	Pla2g2f	ENSMUSG00000028749	20713.1.1	PLA2G2F	ENSG00000158786	phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040]
20714	Pla2g3	ENSMUSG00000034579	20714.1.1	PLA2G3	ENSG00000100078	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]
20715	Pla2g4a	ENSMUSG00000056220	20715.1.1	PLA2G4A	ENSG00000116711	phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]
20716	Pla2g4c	ENSMUSG00000033847	20716.1.1	PLA2G4C	ENSG00000105499	phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]
20717	Pla2g4d	ENSMUSG00000070719	20717.1.1	PLA2G4D	ENSG00000159337	phospholipase A2 group IVD [Source:HGNC Symbol;Acc:HGNC:30038]
20718	Pla2g4e	ENSMUSG00000050211	20718.1.1	PLA2G4E	ENSG00000188089	phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]
20719	Pla2g4f	ENSMUSG00000046971	20719.1.1	PLA2G4F	ENSG00000168907	phospholipase A2 group IVF [Source:HGNC Symbol;Acc:HGNC:27396]
20720	Pla2g5	ENSMUSG00000041193	20720.1.1	PLA2G5	ENSG00000127472	phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]
20721	Pla2g6	ENSMUSG00000042632	20721.1.1	PLA2G6	ENSG00000184381	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]
20722	Pla2g7	ENSMUSG00000023913	20722.1.1	PLA2G7	ENSG00000146070	phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]
20723	Pla2r1	ENSMUSG00000054580	20723.1.1	PLA2R1	ENSG00000153246	phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]
20724	Plaa	ENSMUSG00000028577	20724.1.1	PLAA	ENSG00000137055	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]
20725	Plac1	ENSMUSG00000061082	20725.1.1	PLAC1	ENSG00000170965	placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]
20726	Plac8	ENSMUSG00000029322	20726.1.1	PLAC8	ENSG00000145287	placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]
20727	Plac8l1	ENSMUSG00000059455	20727.1.1	PLAC8L1	ENSG00000173261	PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]
20730	Plag1	ENSMUSG00000003282	20730.1.1	PLAG1	ENSG00000181690	PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]
20731	Plagl1	ENSMUSG00000019817	20731.1.1	PLAGL1	ENSG00000118495	PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]
20732	Plagl2	ENSMUSG00000051413	20732.1.1	PLAGL2	ENSG00000126003	PLAG1 like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:9047]
20733	Plat	ENSMUSG00000031538	20733.1.1	PLAT	ENSG00000104368	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]
20734	Plau	ENSMUSG00000021822	20734.1.1	PLAU	ENSG00000122861	plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]
20735	Plaur	ENSMUSG00000046223	20735.1.1	PLAUR	ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
20736	Plb1	ENSMUSG00000029134	20736.1.1	PLB1	ENSG00000163803	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]
20737	Plbd1	ENSMUSG00000030214	20737.1.1	PLBD1	ENSG00000121316	phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]
20738	Plbd2	ENSMUSG00000029598	20738.1.1	PLBD2	ENSG00000151176	phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:HGNC:27283]
20739	Plcb1	ENSMUSG00000051177	20739.1.1	PLCB1	ENSG00000182621	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]
20740	Plcb2	ENSMUSG00000040061	20740.1.1	PLCB2	ENSG00000137841	phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]
20741	Plcb3	ENSMUSG00000024960	20741.1.1	PLCB3	ENSG00000149782	phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056]
20742	Plcb4	ENSMUSG00000039943	20742.1.1	PLCB4	ENSG00000101333	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
20743	Plcd1	ENSMUSG00000010660	20743.1.1	PLCD1	ENSG00000187091	phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]
20744	Plcd3	ENSMUSG00000020937	20744.1.1	PLCD3	ENSG00000161714	phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]
20745	Plcd4	ENSMUSG00000026173	20745.1.1	PLCD4	ENSG00000115556	phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]
20746	Plce1	ENSMUSG00000024998	20746.1.1	PLCE1	ENSG00000138193	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]
20747	Plcg1	ENSMUSG00000016933	20747.1.1	PLCG1	ENSG00000124181	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
20748	Plcg2	ENSMUSG00000034330	20748.1.1	PLCG2	ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
20749	Plch1	ENSMUSG00000036834	20749.1.1	PLCH1	ENSG00000114805	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]
20750	Plch2	ENSMUSG00000029055	20750.1.1	PLCH2	ENSG00000149527	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]
20751	Plcl1	ENSMUSG00000038349	20751.1.1	PLCL1	ENSG00000115896	phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
20752	Plcl2	ENSMUSG00000038910	20752.1.1	PLCL2	ENSG00000154822	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]
20753	Plcxd1	ENSMUSG00000064247	20753.1.1	PLCXD1	ENSG00000182378	phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]
20754	Plcxd2	ENSMUSG00000087141	20754.1.1	PLCXD2	ENSG00000240891	phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462]
20755	Plcxd3	ENSMUSG00000049148	20755.1.1	PLCXD3	ENSG00000182836	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]
20756	Plcz1	ENSMUSG00000030230	20756.1.1	PLCZ1	ENSG00000139151	phospholipase C zeta 1 [Source:HGNC Symbol;Acc:HGNC:19218]
20757	Pld1	ENSMUSG00000027695	20757.1.1	PLD1	ENSG00000075651	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]
20758	Pld2	ENSMUSG00000020828	20758.1.1	PLD2	ENSG00000129219	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]
20759	Pld3	ENSMUSG00000003363	20759.1.1	PLD3	ENSG00000105223	phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]
20760	Pld4	ENSMUSG00000052160	20760.1.1	PLD4	ENSG00000166428	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]
20761	Pld5	ENSMUSG00000055214	20761.1.1	PLD5	ENSG00000180287	phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]
20762	Pld6	ENSMUSG00000043648	20762.1.1	PLD6	ENSG00000179598	phospholipase D family member 6 [Source:HGNC Symbol;Acc:HGNC:30447]
20764	Plec	ENSMUSG00000022565	20764.1.1	PLEC	ENSG00000178209	plectin [Source:HGNC Symbol;Acc:HGNC:9069]
20765	Plek	ENSMUSG00000020120	20765.1.1	PLEK	ENSG00000115956	pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]
20766	Plek2	ENSMUSG00000021118	20766.1.1	PLEK2	ENSG00000100558	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]
20767	Plekha1	ENSMUSG00000040268	20767.1.1	PLEKHA1	ENSG00000107679	pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]
20768	Plekha2	ENSMUSG00000031557	20768.1.1	PLEKHA2	ENSG00000169499	pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]
20769	Plekha3	ENSMUSG00000002733	20769.1.1	PLEKHA3	ENSG00000116095	pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338]
20770	Plekha4	ENSMUSG00000040428	20770.1.1	PLEKHA4	ENSG00000105559	pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]
20771	Plekha5	ENSMUSG00000030231	20771.1.1	PLEKHA5	ENSG00000052126	pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]
20772	Plekha6	ENSMUSG00000041757	20772.1.1	PLEKHA6	ENSG00000143850	pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]
20773	Plekha7	ENSMUSG00000045659	20773.1.1	PLEKHA7	ENSG00000166689	pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]
20774	Plekha8	ENSMUSG00000005225	20774.1.1	PLEKHA8	ENSG00000106086	pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]
20775	Plekhb1	ENSMUSG00000030701	20775.1.1	PLEKHB1	ENSG00000021300	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
20776	Plekhb2	ENSMUSG00000026123	20776.1.1	PLEKHB2	ENSG00000115762	pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]
20777	Plekhd1	ENSMUSG00000066438	20777.1.1	PLEKHD1	ENSG00000175985	pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148]
20779	Plekhf1	ENSMUSG00000074170	20779.1.1	PLEKHF1	ENSG00000166289	pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]
20780	Plekhf2	ENSMUSG00000049969	20780.1.1	PLEKHF2	ENSG00000175895	pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]
20781	Plekhg1	ENSMUSG00000040624	20781.1.1	PLEKHG1	ENSG00000120278	pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]
20782	Plekhg2	ENSMUSG00000037552	20782.1.1	PLEKHG2	ENSG00000090924	pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]
20783	Plekhg3	ENSMUSG00000052609	20783.1.1	PLEKHG3	ENSG00000126822	pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]
20784	Plekhg4	ENSMUSG00000014782	20784.1.1	PLEKHG4	ENSG00000196155	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
20785	Plekhg5	ENSMUSG00000039713	20785.1.1	PLEKHG5	ENSG00000171680	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]
20786	Plekhg6	ENSMUSG00000038167	20786.1.1	PLEKHG6	ENSG00000008323	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]
20787	Plekhh1	ENSMUSG00000060716	20787.1.1	PLEKHH1	ENSG00000054690	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]
20788	Plekhh2	ENSMUSG00000040852	20788.1.1	PLEKHH2	ENSG00000152527	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]
20789	Plekhh3	ENSMUSG00000035172	20789.1.1	PLEKHH3	ENSG00000068137	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]
20790	Plekhj1	ENSMUSG00000035278	20790.1.1	PLEKHJ1	ENSG00000104886	pleckstrin homology domain containing J1 [Source:HGNC Symbol;Acc:HGNC:18211]
20791	Plekhm1	ENSMUSG00000034247	20791.1.1	PLEKHM1	ENSG00000225190	pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]
20792	Plekhm2	ENSMUSG00000028917	20792.1.1	PLEKHM2	ENSG00000116786	pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
20793	Plekhm3	ENSMUSG00000051344	20793.1.1	PLEKHM3	ENSG00000178385	pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]
20795	Plekho1	ENSMUSG00000015745	20795.1.1	PLEKHO1	ENSG00000023902	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
20796	Plekho2	ENSMUSG00000050721	20796.1.1	PLEKHO2	ENSG00000241839	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]
20797	Plekhs1	ENSMUSG00000035818	20797.1.1	PLEKHS1	ENSG00000148735	pleckstrin homology domain containing S1 [Source:HGNC Symbol;Acc:HGNC:26285]
20800	Plg	ENSMUSG00000059481	20800.1.1	PLG	ENSG00000122194	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]
20801	Plgrkt	ENSMUSG00000016495	20801.1.1	PLGRKT	ENSG00000107020	plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]
20802	Plin1	ENSMUSG00000030546	20802.1.1	PLIN1	ENSG00000166819	perilipin 1 [Source:HGNC Symbol;Acc:HGNC:9076]
20803	Plin2	ENSMUSG00000028494	20803.1.1	PLIN2	ENSG00000147872	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
20804	Plin3	ENSMUSG00000024197	20804.1.1	PLIN3	ENSG00000105355	perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]
20805	Plin4	ENSMUSG00000002831	20805.1.1	PLIN4	ENSG00000167676	perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]
20806	Plin5	ENSMUSG00000011305	20806.1.1	PLIN5	ENSG00000214456	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]
20808	Plk1	ENSMUSG00000030867	20808.1.1	PLK1	ENSG00000166851	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]
20809	Plk2	ENSMUSG00000021701	20809.1.1	PLK2	ENSG00000145632	polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]
20810	Plk3	ENSMUSG00000028680	20810.1.1	PLK3	ENSG00000173846	polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
20811	Plk4	ENSMUSG00000025758	20811.1.1	PLK4	ENSG00000142731	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]
20812	Plk5	ENSMUSG00000035486	20812.1.1	PLK5	ENSG00000185988	polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]
20813	Pllp	ENSMUSG00000031775	20813.1.1	PLLP	ENSG00000102934	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
20814	Pln	ENSMUSG00000038583	20814.1.1	PLN	ENSG00000198523	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]
20815	Plod1	ENSMUSG00000019055	20815.1.1	PLOD1	ENSG00000083444	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]
20816	Plod2	ENSMUSG00000032374	20816.1.1	PLOD2	ENSG00000152952	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]
20817	Plod3	ENSMUSG00000004846	20817.1.1	PLOD3	ENSG00000106397	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]
20818	Plp1	ENSMUSG00000031425	20818.1.1	PLP1	ENSG00000123560	proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]
20820	Plrg1	ENSMUSG00000027998	20820.1.1	PLRG1	ENSG00000171566	pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]
20821	Pls1	ENSMUSG00000049493	20821.1.1	PLS1	ENSG00000120756	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]
20822	Pls3	ENSMUSG00000016382	20822.1.1	PLS3	ENSG00000102024	plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]
20825	Plscr3	ENSMUSG00000019461	20825.1.1	PLSCR3	ENSG00000187838	phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]
20826	Plscr4	ENSMUSG00000032377	20826.1.1	PLSCR4	ENSG00000114698	phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]
20827	Plscr5	ENSMUSG00000095654	20827.1.1	PLSCR5	ENSG00000231213	phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952]
20828	Pltp	ENSMUSG00000017754	20828.1.1	PLTP	ENSG00000100979	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
20829	Plvap	ENSMUSG00000034845	20829.1.1	PLVAP	ENSG00000130300	plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]
20830	Plxdc1	ENSMUSG00000017417	20830.1.1	PLXDC1	ENSG00000161381	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
20831	Plxdc2	ENSMUSG00000026748	20831.1.1	PLXDC2	ENSG00000120594	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
20832	Plxna1	ENSMUSG00000030084	20832.1.1	PLXNA1	ENSG00000114554	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]
20833	Plxna2	ENSMUSG00000026640	20833.1.1	PLXNA2	ENSG00000076356	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
20834	Plxna3	ENSMUSG00000031398	20834.1.1	PLXNA3	ENSG00000130827	plexin A3 [Source:HGNC Symbol;Acc:HGNC:9101]
20835	Plxna4	ENSMUSG00000029765	20835.1.1	PLXNA4	ENSG00000221866	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
20837	Plxnb1	ENSMUSG00000053646	20837.1.1	PLXNB1	ENSG00000164050	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]
20838	Plxnb2	ENSMUSG00000036606	20838.1.1	PLXNB2	ENSG00000196576	plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]
20839	Plxnb3	ENSMUSG00000031385	20839.1.1	PLXNB3	ENSG00000198753	plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]
20840	Plxnc1	ENSMUSG00000074785	20840.1.1	PLXNC1	ENSG00000136040	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]
20841	Plxnd1	ENSMUSG00000030123	20841.1.1	PLXND1	ENSG00000004399	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]
20842	Pm20d1	ENSMUSG00000042251	20842.1.1	PM20D1	ENSG00000162877	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]
20843	Pm20d2	ENSMUSG00000054659	20843.1.1	PM20D2	ENSG00000146281	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]
20844	Pmaip1	ENSMUSG00000024521	20844.1.1	PMAIP1	ENSG00000141682	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]
20845	Pmch	ENSMUSG00000035383	20845.1.1	PMCH	ENSG00000183395	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]
20846	Pmel	ENSMUSG00000025359	20846.1.1	PMEL	ENSG00000185664	premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]
20847	Pmepa1	ENSMUSG00000038400	20847.1.1	PMEPA1	ENSG00000124225	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]
20848	Pmf1	ENSMUSG00000028066	20848.1.1	PMF1	ENSG00000160783	polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]
20849	Pmfbp1	ENSMUSG00000031727	20849.1.1	PMFBP1	ENSG00000118557	polyamine modulated factor 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17728]
20851	Pml	ENSMUSG00000036986	20851.1.1	PML	ENSG00000140464	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]
20852	Pmm1	ENSMUSG00000022474	20852.1.1	PMM1	ENSG00000100417	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
20853	Pmm2	ENSMUSG00000022711	20853.1.1	PMM2	ENSG00000140650	phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]
20854	Pmp2	ENSMUSG00000052468	20854.1.1	PMP2	ENSG00000147588	peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117]
20855	Pmp22	ENSMUSG00000018217	20855.1.1	PMP22	ENSG00000109099	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]
20856	Pmpca	ENSMUSG00000026926	20856.1.1	PMPCA	ENSG00000165688	peptidase, mitochondrial processing subunit alpha [Source:HGNC Symbol;Acc:HGNC:18667]
20857	Pmpcb	ENSMUSG00000029017	20857.1.1	PMPCB	ENSG00000105819	peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]
20858	Pms1	ENSMUSG00000026098	20858.1.1	PMS1	ENSG00000064933	PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]
20859	Pms2	ENSMUSG00000079109	20859.2.1	PMS2	ENSG00000122512	PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]
20860	Pmvk	ENSMUSG00000027952	20860.1.1	PMVK	ENSG00000163344	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
20861	Pnck	ENSMUSG00000002012	20861.1.1	PNCK	ENSG00000130822	pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415]
20862	Pnisr	ENSMUSG00000028248	20862.1.1	PNISR	ENSG00000132424	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]
20863	Pnkd	ENSMUSG00000026179	20863.1.1	PNKD	ENSG00000127838	PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153]
20864	Pnkp	ENSMUSG00000002963	20864.1.1	PNKP	ENSG00000039650	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]
20865	Pnldc1	ENSMUSG00000073460	20865.1.1	PNLDC1	ENSG00000146453	PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]
20866	Pnlip	ENSMUSG00000046008	20866.1.1	PNLIP	ENSG00000175535	pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]
20867	Pnliprp1	ENSMUSG00000042179	20867.1.1	PNLIPRP1	ENSG00000187021	pancreatic lipase related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156]
20869	Pnma1	ENSMUSG00000054383	20869.1.1	PNMA1	ENSG00000176903	PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]
20870	Pnma2	ENSMUSG00000046204	20870.1.1	PNMA2	ENSG00000240694	PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]
20871	Pnma3	ENSMUSG00000046287	20871.1.1	PNMA3	ENSG00000183837	PNMA family member 3 [Source:HGNC Symbol;Acc:HGNC:18742]
20872	Pnma5	ENSMUSG00000050424	20872.1.1	PNMA5	ENSG00000198883	PNMA family member 5 [Source:HGNC Symbol;Acc:HGNC:18743]
20875	Pnmt	ENSMUSG00000038216	20875.1.1	PNMT	ENSG00000141744	phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]
20876	Pnn	ENSMUSG00000020994	20876.1.1	PNN	ENSG00000100941	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]
20877	Pno1	ENSMUSG00000020116	20877.1.1	PNO1	ENSG00000115946	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]
20878	Pnoc	ENSMUSG00000045731	20878.1.1	PNOC	ENSG00000168081	prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]
20881	Pnpla1	ENSMUSG00000043286	20881.1.1	PNPLA1	ENSG00000180316	patatin like phospholipase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21246]
20882	Pnpla2	ENSMUSG00000025509	20882.1.1	PNPLA2	ENSG00000177666	patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]
20883	Pnpla3	ENSMUSG00000041653	20883.1.1	PNPLA3	ENSG00000100344	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]
20884	Pnpla5	ENSMUSG00000018868	20884.1.1	PNPLA5	ENSG00000100341	patatin like phospholipase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24888]
20885	Pnpla6	ENSMUSG00000004565	20885.1.1	PNPLA6	ENSG00000032444	patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
20886	Pnpla7	ENSMUSG00000036833	20886.1.1	PNPLA7	ENSG00000130653	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]
20887	Pnpla8	ENSMUSG00000036257	20887.1.1	PNPLA8	ENSG00000135241	patatin like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28900]
20888	Pnpo	ENSMUSG00000018659	20888.1.1	PNPO	ENSG00000108439	pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]
20889	Pnpt1	ENSMUSG00000020464	20889.1.1	PNPT1	ENSG00000138035	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]
20890	Pnrc1	ENSMUSG00000040128	20890.1.1	PNRC1	ENSG00000146278	proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]
20891	Pnrc2	ENSMUSG00000028675	20891.1.1	PNRC2	ENSG00000189266	proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]
20892	Poc1a	ENSMUSG00000023345	20892.1.1	POC1A	ENSG00000164087	POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]
20893	Poc1b	ENSMUSG00000019952	20893.1.1	POC1B	ENSG00000139323	POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]
